,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,maine_gun_254_x3,1.26,1.355,0.66,1.245,,11,maine_gun_254_x3_a,1.26,1.355,0.66,0.975,,11,maine_gun_254_x3_b,1.05,1.13,0.66,1.09,,11,maine_gun_230_x3,1.34,1.43,0.66,0.84,,11/45,ny_gun_356_x3,0.99,1.07,0.66,0.86,,11/50,ny_gun_356_x3,0.99,1.07,0.66,0.96,,11,ny_gun_210_x3,2.134,2.31,0.66,0.74,,11,maine_gun_152_x3,2.124,2.29,0.66,0.7,,11/45,iowa_gun_406_x3,0.62,0.67,0.66,0.91,,11/50,iowa_gun_406_x3,0.62,0.67,0.66,1.01,,11,iowa_gun_b_127_x3,3.3,3.58,0.66,0.55,,11,atl_gun_125_x3,2.01,2.12,0.66,0.78,,11/40,brooklyn_gun_152_x3,1.627,1.77,0.66,0.73,,11/47,brooklyn_gun_b_152_x3,1.627,1.77,0.66,0.7,,11/40,iowa_gun_127_x3,2.75,2.97,0.66,0.67,,11,pen_gun_127_x3,2.475,2.69,0.66,0.52,,11,clev_gun_127_x3,2.31,2.51,0.66,0.68,,11/45,arizona_gun_356_x3,0.99,1.07,0.66,0.86,,11/50,arizona_gun_356_x3,0.99,1.07,0.66,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.61,,,,,,,0.61,,,,,,,0.61,,,,,,,0.61,,,11/45,ny_gun_356_x4,0.99,1.07,0.61,0.86,,11/50,ny_gun_356_x4,0.99,1.07,0.61,0.96,,,,,,0.61,,,,,,,0.61,,,11/45,iowa_gun_406_x4,0.62,0.67,0.61,0.91,,11/50,iowa_gun_406_x4,0.62,0.67,0.61,1.01,,,,,,0.61,,,11,atl_gun_125_x4,2.01,2.12,0.61,0.78,,11/40,brooklyn_gun_152_x4,1.627,1.77,0.61,0.73,,11/47,brooklyn_gun_b_152_x4,1.627,1.77,0.61,0.7,,,,,,0.61,,,,,,,0.61,,,11,clev_gun_127_x4,2.31,2.51,0.61,0.78,,11/45,arizona_gun_356_x4,0.99,1.07,0.61,0.86,,11/50,arizona_gun_356_x4,0.99,1.07,0.61,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,maine_gun_254_x1,1.37,1.465,1.07,1.245,,12,maine_gun_254_x1_a,1.37,1.465,1.07,0.975,,12,maine_gun_254_x1_b,1.14,1.22,1.07,1.1,,12,maine_gun_230_x1,1.45,1.54,1.07,0.84,,12/45,ny_gun_356_x1,1.08,1.16,1.07,0.86,,12/50,ny_gun_356_x1,1.08,1.16,1.07,0.96,,12,ny_gun_210_x1,2.33,2.506,1.07,0.74,,12,maine_gun_152_x1,2.31,2.48,1.07,0.7,,12/45,iowa_gun_406_x1,0.675,0.725,1.07,0.91,,12/50,iowa_gun_406_x1,0.675,0.725,1.07,1.01,,12,iowa_gun_b_127_x1,3.6,3.88,1.07,0.55,,12,atl_gun_125_x1,2.176,2.31,1.07,0.78,,12/40,brooklyn_gun_152_x1,1.78,1.92,1.07,0.73,,12/47,brooklyn_gun_b_152_x1,1.78,1.92,1.07,0.69,,12/40,iowa_gun_127_x1,3,3.22,1.07,0.67,,12,pen_gun_127_x1,2.7,2.915,1.07,0.54,,12,clev_gun_127_x1,2.52,2.72,1.07,0.67,,12/45,arizona_gun_356_x1,1.08,1.16,1.07,0.86,,12/50,arizona_gun_356_x1,1.08,1.16,1.07,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,maine_gun_254_x2,1.37,1.465,0.82,1.245,,12,maine_gun_254_x2_a,1.37,1.465,0.82,0.975,,12,maine_gun_254_x2_b,1.14,1.22,0.82,1.1,,12,maine_gun_230_x2,1.45,1.54,0.82,0.84,,12/45,ny_gun_356_x2,1.08,1.16,0.82,0.86,,12/50,ny_gun_356_x2,1.08,1.16,0.82,0.96,,12,ny_gun_210_x2,2.33,2.506,0.82,0.74,,12,maine_gun_152_x2,2.31,2.48,0.82,0.7,,12/45,iowa_gun_406_x2,0.675,0.725,0.82,0.91,,12/50,iowa_gun_406_x2,0.675,0.725,0.82,1.01,,12,iowa_gun_b_127_x2,3.6,3.88,0.82,0.55,,12,atl_gun_125_x2,2.176,2.31,0.82,0.78,,12/40,brooklyn_gun_152_x2,1.78,1.92,0.82,0.73,,12/47,brooklyn_gun_b_152_x2,1.78,1.92,0.82,0.69,,12/40,iowa_gun_127_x2,3,3.22,0.82,0.67,,12,pen_gun_127_x2,2.7,2.915,0.82,0.54,,12,clev_gun_127_x2,2.52,2.72,0.82,0.67,,12/45,arizona_gun_356_x2,1.08,1.16,0.82,0.86,,12/50,arizona_gun_356_x2,1.08,1.16,0.82,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,maine_gun_254_x3,1.37,1.465,0.66,1.245,,12,maine_gun_254_x3_a,1.37,1.465,0.66,0.975,,12,maine_gun_254_x3_b,1.14,1.22,0.66,1.1,,12,maine_gun_230_x3,1.45,1.54,0.66,0.84,,12/45,ny_gun_356_x3,1.08,1.16,0.66,0.86,,12/50,ny_gun_356_x3,1.08,1.16,0.66,0.96,,12,ny_gun_210_x3,2.33,2.506,0.66,0.74,,12,maine_gun_152_x3,2.31,2.48,0.66,0.7,,12/45,iowa_gun_406_x3,0.675,0.725,0.66,0.91,,12/50,iowa_gun_406_x3,0.675,0.725,0.66,1.01,,12,iowa_gun_b_127_x3,3.6,3.88,0.66,0.55,,12,atl_gun_125_x3,2.176,2.31,0.66,0.78,,12/40,brooklyn_gun_152_x3,1.78,1.92,0.66,0.73,,12/47,brooklyn_gun_b_152_x3,1.78,1.92,0.66,0.69,,12/40,iowa_gun_127_x3,3,3.22,0.66,0.67,,12,pen_gun_127_x3,2.7,2.915,0.66,0.52,,12,clev_gun_127_x3,2.52,2.72,0.66,0.67,,12/45,arizona_gun_356_x3,1.08,1.16,0.66,0.86,,12/50,arizona_gun_356_x3,1.08,1.16,0.66,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.61,,,,,,,0.61,,,,,,,0.61,,,,,,,0.61,,,12/45,ny_gun_356_x4,1.08,1.16,0.61,0.86,,12/50,ny_gun_356_x4,1.08,1.16,0.61,0.96,,,,,,0.61,,,,,,,0.61,,,12/45,iowa_gun_406_x4,0.675,0.725,0.61,0.91,,12/50,iowa_gun_406_x4,0.675,0.725,0.61,1.01,,,,,,0.61,,,12,atl_gun_125_x4,2.176,2.31,0.61,0.78,,12/40,brooklyn_gun_152_x4,1.78,1.92,0.61,0.73,,12/47,brooklyn_gun_b_152_x4,1.78,1.92,0.61,0.69,,,,,,0.61,,,,,,,0.61,,,12,clev_gun_127_x4,2.52,2.72,0.61,0.76,,12/45,arizona_gun_356_x4,1.08,1.16,0.61,0.86,,12/50,arizona_gun_356_x4,1.08,1.16,0.61,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,maine_gun_254_x1,1.48,1.575,1.13,1.24,,13,maine_gun_254_x1_a,1.48,1.575,1.13,0.97,,13,maine_gun_254_x1_b,1.23,1.31,1.13,1.09,,13,maine_gun_230_x1,1.56,1.65,1.13,0.84,,13/45,ny_gun_356_x1,1.17,1.25,1.13,0.86,,13/50,ny_gun_356_x1,1.17,1.25,1.13,0.96,,13,ny_gun_210_x1,2.526,2.702,1.13,0.73,,13,maine_gun_152_x1,2.496,2.6,1.13,0.7,,13/45,iowa_gun_406_x1,0.73,0.78,1.13,0.91,,13/50,iowa_gun_406_x1,0.73,0.78,1.13,1.01,,13,iowa_gun_b_127_x1,3.9,4.18,1.13,0.55,,13,atl_gun_125_x1,2.344,2.46,1.13,0.78,,13/40,brooklyn_gun_152_x1,1.933,2.07,1.13,0.72,,13/47,brooklyn_gun_b_152_x1,1.933,2.07,1.13,0.68,,13/40,iowa_gun_127_x1,3.25,3.47,1.13,0.66,,13,pen_gun_127_x1,2.925,3.14,1.13,0.54,,13,clev_gun_127_x1,2.73,2.93,1.13,0.66,,13/45,arizona_gun_356_x1,1.17,1.25,1.13,0.86,,13/50,arizona_gun_356_x1,1.17,1.25,1.13,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,maine_gun_254_x2,1.48,1.575,0.88,1.24,,13,maine_gun_254_x2_a,1.48,1.575,0.88,0.97,,13,maine_gun_254_x2_b,1.23,1.31,0.88,1.09,,13,maine_gun_230_x2,1.56,1.65,0.88,0.84,,13/45,ny_gun_356_x2,1.17,1.25,0.88,0.86,,13/50,ny_gun_356_x2,1.17,1.25,0.88,0.96,,13,ny_gun_210_x2,2.526,2.702,0.88,0.73,,13,maine_gun_152_x2,2.496,2.6,0.88,0.7,,13/45,iowa_gun_406_x2,0.73,0.78,0.88,0.91,,13/50,iowa_gun_406_x2,0.73,0.78,0.88,1.01,,13,iowa_gun_b_127_x2,3.9,4.18,0.88,0.55,,13,atl_gun_125_x2,2.344,2.46,0.88,0.78,,13/40,brooklyn_gun_152_x2,1.933,2.07,0.88,0.72,,13/47,brooklyn_gun_b_152_x2,1.933,2.07,0.88,0.68,,13/40,iowa_gun_127_x2,3.25,3.47,0.88,0.66,,13,pen_gun_127_x2,2.925,3.14,0.88,0.54,,13,clev_gun_127_x2,2.73,2.93,0.88,0.66,,13/45,arizona_gun_356_x2,1.17,1.25,0.88,0.86,,13/50,arizona_gun_356_x2,1.17,1.25,0.88,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,maine_gun_254_x3,1.48,1.575,0.705,1.24,,13,maine_gun_254_x3_a,1.48,1.575,0.705,0.97,,13,maine_gun_254_x3_b,1.23,1.31,0.705,1.09,,13,maine_gun_230_x3,1.56,1.65,0.705,0.84,,13/45,ny_gun_356_x3,1.17,1.25,0.705,0.86,,13/50,ny_gun_356_x3,1.17,1.25,0.705,0.96,,13,ny_gun_210_x3,2.526,2.702,0.705,0.73,,13,maine_gun_152_x3,2.496,2.6,0.705,0.7,,13/45,iowa_gun_406_x3,0.73,0.78,0.705,0.91,,13/50,iowa_gun_406_x3,0.73,0.78,0.705,1.01,,13,iowa_gun_b_127_x3,3.9,4.18,0.705,0.55,,13,atl_gun_125_x3,2.344,2.46,0.705,0.78,,13/40,brooklyn_gun_152_x3,1.933,2.07,0.705,0.72,,13/47,brooklyn_gun_b_152_x3,1.933,2.07,0.705,0.68,,13/40,iowa_gun_127_x3,3.25,3.47,0.705,0.66,,13,pen_gun_127_x3,2.925,3.14,0.705,0.5,,13,clev_gun_127_x3,2.73,2.93,0.705,0.66,,13/45,arizona_gun_356_x3,1.17,1.25,0.705,0.86,,13/50,arizona_gun_356_x3,1.17,1.25,0.705,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.65,,,,,,,0.65,,,,,,,0.65,,,,,,,0.65,,,13/45,ny_gun_356_x4,1.17,1.25,0.65,0.86,,13/50,ny_gun_356_x4,1.17,1.25,0.65,0.96,,,,,,0.65,,,,,,,0.65,,,13/45,iowa_gun_406_x4,0.73,0.78,0.65,0.91,,13/50,iowa_gun_406_x4,0.73,0.78,0.65,1.01,,,,,,0.65,,,13,atl_gun_125_x4,2.344,2.46,0.65,0.78,,13/40,brooklyn_gun_152_x4,1.933,2.07,0.65,0.72,,13/47,brooklyn_gun_b_152_x4,1.933,2.07,0.65,0.68,,,,,,0.65,,,,,,,0.65,,,13,clev_gun_127_x4,2.73,2.93,0.65,0.76,,13/45,arizona_gun_356_x4,1.17,1.25,0.65,0.86,,13/50,arizona_gun_356_x4,1.17,1.25,0.65,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,maine_gun_254_x1,1.59,1.685,1.13,1.24,,14,maine_gun_254_x1_a,1.59,1.685,1.13,0.97,,14,maine_gun_254_x1_b,1.32,1.4,1.13,1.09,,14,maine_gun_230_x1,1.67,1.76,1.13,0.84,,14/45,ny_gun_356_x1,1.26,1.34,1.13,0.85,,14/50,ny_gun_356_x1,1.26,1.34,1.13,0.95,,14,ny_gun_210_x1,2.722,2.898,1.13,0.72,,14,maine_gun_152_x1,2.612,2.85,1.13,0.72,,14/45,iowa_gun_406_x1,0.785,0.835,1.13,0.9,,14/50,iowa_gun_406_x1,0.785,0.835,1.13,,,14,iowa_gun_b_127_x1,4.2,4.48,1.13,0.54,,14,atl_gun_125_x1,2.511,2.62,1.13,0.78,,14/40,brooklyn_gun_152_x1,2.086,2.23,1.13,0.72,,14/47,brooklyn_gun_b_152_x1,2.086,2.23,1.13,0.68,,14/40,iowa_gun_127_x1,3.5,3.72,1.13,0.66,,14,pen_gun_127_x1,3.15,3.365,1.13,0.54,,14,clev_gun_127_x1,2.94,3.14,1.13,0.66,,14/45,arizona_gun_356_x1,1.26,1.34,1.13,0.85,,14/50,arizona_gun_356_x1,1.26,1.34,1.13,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,maine_gun_254_x2,1.59,1.685,0.88,1.24,,14,maine_gun_254_x2_a,1.59,1.685,0.88,0.97,,14,maine_gun_254_x2_b,1.32,1.4,0.88,1.09,,14,maine_gun_230_x2,1.67,1.76,0.88,0.84,,14/45,ny_gun_356_x2,1.26,1.34,0.88,0.85,,14/50,ny_gun_356_x2,1.26,1.34,0.88,0.95,,14,ny_gun_210_x2,2.722,2.898,0.88,0.72,,14,maine_gun_152_x2,2.612,2.85,0.88,0.72,,14/45,iowa_gun_406_x2,0.785,0.835,0.88,0.9,,14/50,iowa_gun_406_x2,0.785,0.835,0.88,,,14,iowa_gun_b_127_x2,4.2,4.48,0.88,0.54,,14,atl_gun_125_x2,2.511,2.62,0.88,0.78,,14/40,brooklyn_gun_152_x2,2.086,2.23,0.88,0.72,,14/47,brooklyn_gun_b_152_x2,2.086,2.23,0.88,0.68,,14/40,iowa_gun_127_x2,3.5,3.72,0.88,0.66,,14,pen_gun_127_x2,3.15,3.365,0.88,0.54,,14,clev_gun_127_x2,2.94,3.14,0.88,0.66,,14/45,arizona_gun_356_x2,1.26,1.34,0.88,0.85,,14/50,arizona_gun_356_x2,1.26,1.34,0.88,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,maine_gun_254_x3,1.59,1.685,0.705,1.24,,14,maine_gun_254_x3_a,1.59,1.685,0.705,0.97,,14,maine_gun_254_x3_b,1.32,1.4,0.705,1.09,,14,maine_gun_230_x3,1.67,1.76,0.705,0.84,,14/45,ny_gun_356_x3,1.26,1.34,0.705,0.85,,14/50,ny_gun_356_x3,1.26,1.34,0.705,0.95,,14,ny_gun_210_x3,2.722,2.898,0.705,0.72,,14,maine_gun_152_x3,2.612,2.85,0.705,0.72,,14/45,iowa_gun_406_x3,0.785,0.835,0.705,0.9,,14/50,iowa_gun_406_x3,0.785,0.835,0.705,,,14,iowa_gun_b_127_x3,4.2,4.48,0.705,0.54,,14,atl_gun_125_x3,2.511,2.62,0.705,0.78,,14/40,brooklyn_gun_152_x3,2.086,2.23,0.705,0.72,,14/47,brooklyn_gun_b_152_x3,2.086,2.23,0.705,0.68,,14/40,iowa_gun_127_x3,3.5,3.72,0.705,0.66,,14,pen_gun_127_x3,3.15,3.365,0.705,0.5,,14,clev_gun_127_x3,2.94,3.14,0.705,0.66,,14/45,arizona_gun_356_x3,1.26,1.34,0.705,0.85,,14/50,arizona_gun_356_x3,1.26,1.34,0.705,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.66,,,,,,,0.66,,,,,,,0.66,,,,,,,0.66,,,14/45,ny_gun_356_x4,1.26,1.34,0.66,0.85,,14/50,ny_gun_356_x4,1.26,1.34,0.66,0.95,,,,,,0.66,,,,,,,0.66,,,14/45,iowa_gun_406_x4,0.785,0.835,0.66,0.9,,14/50,iowa_gun_406_x4,0.785,0.835,0.66,,,,,,,0.66,,,14,atl_gun_125_x4,2.511,2.62,0.66,0.78,,14/40,brooklyn_gun_152_x4,2.086,2.23,0.66,0.72,,14/47,brooklyn_gun_b_152_x4,2.086,2.23,0.66,0.68,,,,,,0.66,,,,,,,0.66,,,14,clev_gun_127_x4,2.94,3.14,0.66,0.76,,14/45,arizona_gun_356_x4,1.26,1.34,0.66,0.85,,14/50,arizona_gun_356_x4,1.26,1.34,0.66,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,maine_gun_254_x1,1.7,1.795,1.14,1.235,,15,maine_gun_254_x1_a,1.7,1.795,1.14,0.97,,15,maine_gun_254_x1_b,1.41,1.49,1.14,1.08,,15,maine_gun_230_x1,1.78,1.87,1.14,0.84,,15/45,ny_gun_356_x1,1.35,1.43,1.14,0.85,,15/50,ny_gun_356_x1,1.35,1.43,1.14,0.95,,15,ny_gun_210_x1,2.918,3.094,1.14,0.72,,15,maine_gun_152_x1,2.868,3.04,1.14,0.7,,15/45,iowa_gun_406_x1,0.84,0.89,1.14,0.9,,15/50,iowa_gun_406_x1,0.84,0.89,1.14,,,15,iowa_gun_b_127_x1,4.5,4.78,1.14,0.54,,15,atl_gun_125_x1,2.68,2.79,1.14,0.78,,15/40,brooklyn_gun_152_x1,2.239,2.38,1.14,0.72,,15/47,brooklyn_gun_b_152_x1,2.239,2.38,1.14,0.68,,15/40,iowa_gun_127_x1,3.75,3.97,1.14,0.66,,15,pen_gun_127_x1,3.375,3.59,1.14,0.54,,15,clev_gun_127_x1,3.15,3.35,1.14,0.66,,15/45,arizona_gun_356_x1,1.35,1.43,1.14,0.85,,15/50,arizona_gun_356_x1,1.35,1.43,1.14,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,maine_gun_254_x2,1.7,1.795,0.9,1.235,,15,maine_gun_254_x2_a,1.7,1.795,0.9,0.97,,15,maine_gun_254_x2_b,1.41,1.49,0.9,1.08,,15,maine_gun_230_x2,1.78,1.87,0.9,0.84,,15/45,ny_gun_356_x2,1.35,1.43,0.9,0.85,,15/50,ny_gun_356_x2,1.35,1.43,0.9,0.95,,15,ny_gun_210_x2,2.918,3.094,0.9,0.72,,15,maine_gun_152_x2,2.868,3.04,0.9,0.7,,15/45,iowa_gun_406_x2,0.84,0.89,0.9,0.9,,15/50,iowa_gun_406_x2,0.84,0.89,0.9,,,15,iowa_gun_b_127_x2,4.5,4.78,0.9,0.54,,15,atl_gun_125_x2,2.68,2.79,0.9,0.78,,15/40,brooklyn_gun_152_x2,2.239,2.38,0.9,0.72,,15/47,brooklyn_gun_b_152_x2,2.239,2.38,0.9,0.68,,15/40,iowa_gun_127_x2,3.75,3.97,0.9,0.66,,15,pen_gun_127_x2,3.375,3.59,0.9,0.54,,15,clev_gun_127_x2,3.15,3.35,0.9,0.66,,15/45,arizona_gun_356_x2,1.35,1.43,0.9,0.85,,15/50,arizona_gun_356_x2,1.35,1.43,0.9,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,maine_gun_254_x3,1.7,1.795,0.72,1.235,,15,maine_gun_254_x3_a,1.7,1.795,0.72,0.97,,15,maine_gun_254_x3_b,1.41,1.49,0.72,1.08,,15,maine_gun_230_x3,1.78,1.87,0.72,0.84,,15/45,ny_gun_356_x3,1.35,1.43,0.72,0.85,,15/50,ny_gun_356_x3,1.35,1.43,0.72,0.95,,15,ny_gun_210_x3,2.918,3.094,0.72,0.72,,15,maine_gun_152_x3,2.868,3.04,0.72,0.7,,15/45,iowa_gun_406_x3,0.84,0.89,0.72,0.9,,15/50,iowa_gun_406_x3,0.84,0.89,0.72,,,15,iowa_gun_b_127_x3,4.5,4.78,0.72,0.54,,15,atl_gun_125_x3,2.68,2.79,0.72,0.78,,15/40,brooklyn_gun_152_x3,2.239,2.38,0.72,0.72,,15/47,brooklyn_gun_b_152_x3,2.239,2.38,0.72,0.68,,15/40,iowa_gun_127_x3,3.75,3.97,0.72,0.66,,15,pen_gun_127_x3,3.375,3.59,0.72,0.5,,15,clev_gun_127_x3,3.15,3.35,0.72,0.66,,15/45,arizona_gun_356_x3,1.35,1.43,0.72,0.85,,15/50,arizona_gun_356_x3,1.35,1.43,0.72,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.675,,,,,,,0.675,,,,,,,0.675,,,,,,,0.675,,,15/45,ny_gun_356_x4,1.35,1.43,0.675,0.85,,15/50,ny_gun_356_x4,1.35,1.43,0.675,0.95,,,,,,0.675,,,,,,,0.675,,,15/45,iowa_gun_406_x4,0.84,0.89,0.675,0.9,,15/50,iowa_gun_406_x4,0.84,0.89,0.675,,,,,,,0.675,,,15,atl_gun_125_x4,2.68,2.79,0.675,0.78,,15/40,brooklyn_gun_152_x4,2.239,2.38,0.675,0.72,,15/47,brooklyn_gun_b_152_x4,2.239,2.38,0.675,0.68,,,,,,0.675,,,,,,,0.675,,,15,clev_gun_127_x4,3.15,3.35,0.675,0.75,,15/45,arizona_gun_356_x4,1.35,1.43,0.675,0.85,,15/50,arizona_gun_356_x4,1.35,1.43,0.675,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,maine_gun_254_x1,1.81,1.905,1.15,1.225,,16,maine_gun_254_x1_a,1.81,1.905,1.15,0.97,,16,maine_gun_254_x1_b,1.5,1.58,1.15,1.07,,16,maine_gun_230_x1,1.89,1.98,1.15,0.84,,16/45,ny_gun_356_x1,1.44,1.52,1.15,0.84,,16/50,ny_gun_356_x1,1.44,1.52,1.15,0.94,,16,ny_gun_210_x1,3.114,3.29,1.15,0.72,,16,maine_gun_152_x1,3.054,3.235,1.15,0.7,,16/45,iowa_gun_406_x1,0.895,0.945,1.15,0.9,,16/50,iowa_gun_406_x1,0.895,0.945,1.15,,,16,iowa_gun_b_127_x1,4.8,5.08,1.15,0.54,,16,atl_gun_125_x1,2.846,2.95,1.15,0.78,,16/40,brooklyn_gun_152_x1,2.392,2.53,1.15,0.71,,16/47,brooklyn_gun_b_152_x1,2.392,2.53,1.15,0.67,,16/40,iowa_gun_127_x1,4,4.22,1.15,0.65,,16,pen_gun_127_x1,3.6,3.815,1.15,0.54,,16,clev_gun_127_x1,3.36,3.56,1.15,0.65,,16/45,arizona_gun_356_x1,1.44,1.52,1.15,0.84,,16/50,arizona_gun_356_x1,1.44,1.52,1.15,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,maine_gun_254_x2,1.81,1.905,0.93,1.225,,16,maine_gun_254_x2_a,1.81,1.905,0.93,0.97,,16,maine_gun_254_x2_b,1.5,1.58,0.93,1.07,,16,maine_gun_230_x2,1.89,1.98,0.93,0.84,,16/45,ny_gun_356_x2,1.44,1.52,0.93,0.84,,16/50,ny_gun_356_x2,1.44,1.52,0.93,0.94,,16,ny_gun_210_x2,3.114,3.29,0.93,0.72,,16,maine_gun_152_x2,3.054,3.235,0.93,0.7,,16/45,iowa_gun_406_x2,0.895,0.945,0.93,0.9,,16/50,iowa_gun_406_x2,0.895,0.945,0.93,,,16,iowa_gun_b_127_x2,4.8,5.08,0.93,0.54,,16,atl_gun_125_x2,2.846,2.95,0.93,0.78,,16/40,brooklyn_gun_152_x2,2.392,2.53,0.93,0.71,,16/47,brooklyn_gun_b_152_x2,2.392,2.53,0.93,0.67,,16/40,iowa_gun_127_x2,4,4.22,0.93,0.65,,16,pen_gun_127_x2,3.6,3.815,0.93,0.54,,16,clev_gun_127_x2,3.36,3.56,0.93,0.65,,16/45,arizona_gun_356_x2,1.44,1.52,0.93,0.84,,16/50,arizona_gun_356_x2,1.44,1.52,0.93,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
