#HalfBakedOne Ship Names List       Version 1.00        Feb 22 2026        GREAT GAME,,,,,,,,,,
#Huge shoutout to Discord user MDHansen for their help debugging this file!,,,,,,,,,,
#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
1341,,Liberté,france,bb,,,,,,
1342,,Justice,france,bb,,,,,,
1343,,Vérité,france,bb,,,,,,
1344,,Démocratie,france,bb,,,,,,
1345,,Danton,france,bb,,,,,,
1346,,Voltaire,france,bb,,,,,,
1347,,Diderot,france,bb,,,,,,
1348,,Condorcet,france,bb,,,,,,
1349,,Mirabeau,france,bb,,,,,,
1350,,Vergniaud,france,bb,,,,,,
1351,,Jean Bart,france,bb,,,,,,
1352,,Océan,france,bb,,,,,,
1353,,Courbet,france,bb,,,,,,
1354,,Paris,france,bb,,,,,,
1355,,France,france,bb,,,,,,
1356,,Bretagne,france,bb,,,,,,
1357,,Provence,france,bb,,,,,,
1358,,Lorraine,france,bb,,,,,,
1359,,Normandie,france,bb,,,,,,
1360,,Gascogne,france,bb,,,,,,
1361,,Flandre,france,bb,,,,,,
1362,,Languedoc,france,bb,,,,,,
1363,,Béarn,france,bb,,,,,,
1364,,Lyon,france,bb,,,,,,
1365,,Duquesne,france,bb,,,,,,
1366,,Lille,france,bb,,,,,,
1367,,Tourville,france,bb,,,,,,
1368,,Gloire,france,bb,,,,,,
1369,,Invincible,france,bb,,,,,,
1370,,Couronne,france,bb,,,,,,
1371,,Magenta,france,bb,,,,,,
1372,,Solférino,france,bb,,,,,,
1373,,Héroïne,france,bb,,,,,,
1374,,Gauloise,france,bb,,,,,,
1375,,Savoie,france,bb,,,,,,
1376,,Magnanime,france,bb,,,,,,
1377,,Surveillante,france,bb,,,,,,
1378,,Valeureuse,france,bb,,,,,,
1379,,Revanche,france,bb,,,,,,
1380,,Guyenne,france,bb,,,,,,
1381,,Belliqueuse,france,bb,,,,,,
1382,,Indomptable,france,bb,,,,,,
1383,,Requin,france,bb,,,,,,
1384,,Terrible,france,bb,,,,,,
1385,,Vercingetorix,france,bb,,,,,,
1386,,Richelieu,france,bb,,,,,,
1387,,Dunkerque,france,bc,,,,,,
1388,,Strasbourg,france,bc,,,,,,
1389,,Richelieu,france,bc,,,,,,
1390,,Jean Bart,france,bc,,,,,,
1391,,Clemenceau,france,bc,,,,,,
1392,,Gascogne,france,bc,,,,,,
1393,,Alsace,france,bc,,,,,,
1394,,Alma,france,bc,,,,,,
1395,,Armide,france,bc,,,,,,
1396,,Atalante,france,bc,,,,,,
1397,,Jeanne d'Arc,france,bc,,,,,,
1398,,Montcalm,france,bc,,,,,,
1399,,Reine Blanche,france,bc,,,,,,
1400,,Thétis,france,bc,,,,,,
1401,,La Galissonnière,france,bc,,,,,,
1402,,Triomphante,france,bc,,,,,,
1403,,Victorieuse,france,bc,,,,,,
1404,,Saint Louis,france,bc,,,,,,
1405,,Fortune,france,bc,,,,,,
1406,,Vierge,france,bc,,,,,,
1407,,Espérance de Dieu,france,bc,,,,,,
1408,,Grand Saint Louis,france,bc,,,,,,
1409,,Neptune,france,bc,,,,,,
1410,,Saint Charles,france,bc,,,,,,
1411,,Cygne,france,bc,,,,,,
1412,,Madeleine de Brest,france,bc,,,,,,
1413,,Marguerite du Ponant,france,bc,,,,,,
1414,,Navire-du-Roi,france,bc,,,,,,
1415,,Couronne,france,bc,,,,,,
1416,,Faucon,france,bc,,,,,,
1417,,Triomphe,france,bc,,,,,,
1418,,Victoire,france,bc,,,,,,
1419,,Almirante,france,bc,,,,,,
1420,,Triton,france,bc,,,,,,
1421,,Levrette,france,bc,,,,,,
1422,,Tigre,france,bc,,,,,,
1423,,Dantzig,france,bc,,,,,,
1424,,Soleil,france,bc,,,,,,
1425,,Saint Thomas d'Aquin,france,bc,,,,,,
1426,,Gloire,france,bc,,,,,,
1427,,Grand Anglais,france,bc,,,,,,
1428,,Dupuy de Lôme,france,ca,,,,,,
1429,,Amiral Charner,france,ca,,,,,,
1430,,Bruix,france,ca,,,,,,
1431,,Chanzy,france,ca,,,,,,
1432,,Latouche-Tréville,france,ca,,,,,,
1433,,Pothuau,france,ca,,,,,,
1434,,Gueydon,france,ca,,,,,,
1435,,Montcalm,france,ca,,,,,,
1436,,Dupetit-Thouars,france,ca,,,,,,
1437,,Dupleix,france,ca,,,,,,
1438,,Desaix,france,ca,,,,,,
1439,,Kléber,france,ca,,,,,,
1440,,Marie Jean,france,ca,,,,,,
1441,,Gloire,france,ca,,,,,,
1442,,Marseillaise,france,ca,,,,,,
1443,,Sully,france,ca,,,,,,
1444,,Condé,france,ca,,,,,,
1445,,Amiral Aube,france,ca,,,,,,
1446,,Léon Gambetta,france,ca,,,,,,
1447,,Jules Ferry,france,ca,,,,,,
1448,,Victor Hugo,france,ca,,,,,,
1449,,Jules Michelet,france,ca,,,,,,
1450,,Ernest Renan,france,ca,,,,,,
1451,,Waldeck-Rousseau,france,ca,,,,,,
1452,,Edgar Quinet,france,ca,,,,,,
1453,,Metz,france,ca,,,,,,
1454,,Colmar,france,ca,,,,,,
1455,,Strasbourg,france,ca,,,,,,
1456,,Thionville,france,ca,,,,,,
1457,,Dévastation,france,ca,,,,,,
1458,,Congrève,france,ca,,,,,,
1459,,Foudroyante,france,ca,,,,,,
1460,,Lave,france,ca,,,,,,
1461,,Tonnante,france,ca,,,,,,
1462,,Paixhans,france,ca,,,,,,
1463,,Palestro,france,ca,,,,,,
1464,,Peiho,france,ca,,,,,,
1465,,Saïgon,france,ca,,,,,,
1466,,Arrogante,france,ca,,,,,,
1467,,Implacable,france,ca,,,,,,
1468,,Opiniâtre,france,ca,,,,,,
1469,,Embuscade,france,ca,,,,,,
1470,,Imprenable,france,ca,,,,,,
1471,,Protectrice,france,ca,,,,,,
1472,,Refuge,france,ca,,,,,,
1473,,Rochambeau,france,ca,,,,,,
1474,,Taureau,france,ca,,,,,,
1475,,Cerbère,france,ca,,,,,,
1476,,Bélier,france,ca,,,,,,
1477,,Bouledogue,france,ca,,,,,,
1478,,Tigre,france,ca,,,,,,
1479,,Tonnerre,france,ca,,,,,,
1480,,Fulminant,france,ca,,,,,,
1481,,Furieux,france,ca,,,,,,
1482,,Tempête,france,ca,,,,,,
1483,,Vengeur,france,ca,,,,,,
1484,,Tonnant,france,ca,,,,,,
1485,,Caïman,france,ca,,,,,,
1486,,Amiral-Tréhouart,france,ca,,,,,,
1487,,Bouvines,france,ca,,,,,,
1488,,Valmy,france,ca,,,,,,
1489,,Jemmapes,france,ca,,,,,,
1490,,Henri IV,france,ca,,,,,,
1491,,Duquesne,france,ca,,,,,,
1492,,Tourville,france,ca,,,,,,
1493,,Suffren,france,ca,,,,,,
1494,,Colbert,france,ca,,,,,,
1495,,Foch,france,ca,,,,,,
1496,,Algérie,france,ca,,,,,,
1497,,Sfax,france,cl,,,,,,
1498,,Tage,france,cl,,,,,,
1499,,Amiral Cécille,france,cl,,,,,,
1500,,Davout,france,cl,,,,,,
1501,,Suchet,france,cl,,,,,,
1502,,Forbin,france,cl,,,,,,
1503,,Coetlogon,france,cl,,,,,,
1504,,Surcouf,france,cl,,,,,,
1505,,Troude,france,cl,,,,,,
1506,,Cosmao,france,cl,,,,,,
1507,,Lalande,france,cl,,,,,,
1508,,Linois,france,cl,,,,,,
1509,,Galilée,france,cl,,,,,,
1510,,Lavoisier,france,cl,,,,,,
1511,,Châteaurenault,france,cl,,,,,,
1512,,Alger,france,cl,,,,,,
1513,,Jean Bart,france,cl,,,,,,
1514,,Isly,france,cl,,,,,,
1515,,Friant,france,cl,,,,,,
1516,,Chasseloup Laubat,france,cl,,,,,,
1517,,Bugeaud,france,cl,,,,,,
1518,,Descartes,france,cl,,,,,,
1519,,Pascal,france,cl,,,,,,
1520,,D'Assas,france,cl,,,,,,
1521,,Du Chayla,france,cl,,,,,,
1522,,Cassard,france,cl,,,,,,
1523,,Catinat,france,cl,,,,,,
1524,,Protet,france,cl,,,,,,
1525,,D'Entrecasteaux,france,cl,,,,,,
1526,,Guichen,france,cl,,,,,,
1527,,D'Estrées,france,cl,,,,,,
1528,,Infernet,france,cl,,,,,,
1529,,Jurien de la Gravière,france,cl,,,,,,
1530,,La Motte-Picquet,france,cl,,,,,,
1531,,Mulhouse,france,cl,,,,,,
1532,,Duguay-Trouin,france,cl,,,,,,
1533,,Primauguet,france,cl,,,,,,
1534,,Pluton,france,cl,,,,,,
1535,,Émile Bertin,france,cl,,,,,,
1536,,La Galissonnière,france,cl,,,,,,
1537,,Jean de Vienne,france,cl,,,,,,
1538,,Marseillaise,france,cl,,,,,,
1539,,Montcalm,france,cl,,,,,,
1540,,Georges Leygues,france,cl,,,,,,
1541,,De Grasse,france,cl,,,,,,
1542,,Colbert,france,cl,,,,,,
1543,,Circé,france,cl,,,,,,
1544,,Dupleix,france,cl,,,,,,
1545,,Armorique,france,cl,,,,,,
1546,,Talisman,france,cl,,,,,,
1547,,Flore,france,cl,,,,,,
1548,,Hirondelle,france,cl,,,,,,
1549,,Duquesne,france,cl,,,,,,
1550,,Tourville,france,cl,,,,,,
1551,,Lapérouse,france,cl,,,,,,
1552,,D'Estaing,france,cl,,,,,,
1553,,Nielly,france,cl,,,,,,
1554,,Villars,france,cl,,,,,,
1555,,Forfait,france,cl,,,,,,
1556,,Magon,france,cl,,,,,,
1557,,Roland,france,cl,,,,,,
1558,,Iphigénie,france,cl,,,,,,
1559,,Naïade,france,cl,,,,,,
1560,,Aréthuse,france,cl,,,,,,
1561,,Dubourdieu,france,cl,,,,,,
1562,,Milan,france,cl,,,,,,
1563,,Belliqueuse,france,cl,,,,,,
1564,,Branlebas,france,dd,,,,,,
1565,,Étendard,france,dd,,,,,,
1566,,Fanfare,france,dd,,,,,,
1567,,Fanion,france,dd,,,,,,
1568,,Gabion,france,dd,,,,,,
1569,,Glaive,france,dd,,,,,,
1570,,Oriflamme,france,dd,,,,,,
1571,,Poignard,france,dd,,,,,,
1572,,Sabretache,france,dd,,,,,,
1573,,Sape,france,dd,,,,,,
1574,,Aspirant Herber,france,dd,,,,,,
1575,,Carabinier,france,dd,,,,,,
1576,,Enseigne Henry,france,dd,,,,,,
1577,,Hussard,france,dd,,,,,,
1578,,Lansquenet,france,dd,,,,,,
1579,,Mameluck,france,dd,,,,,,
1580,,Spahi,france,dd,,,,,,
1581,,Voltigeur,france,dd,,,,,,
1582,,Tirailleur,france,dd,,,,,,
1583,,Chasseur,france,dd,,,,,,
1584,,Actée,france,dd,,,,,,
1585,,Cavalier,france,dd,,,,,,
1586,,Fantassin,france,dd,,,,,,
1587,,Janissaire,france,dd,,,,,,
1588,,Bouclier,france,dd,,,,,,
1589,,Boutefeu,france,dd,,,,,,
1590,,Capitaine Mehl,france,dd,,,,,,
1591,,Casque,france,dd,,,,,,
1592,,Cimeterre,france,dd,,,,,,
1593,,Commandant Bory,france,dd,,,,,,
1594,,Commandant Rivière,france,dd,,,,,,
1595,,Dague,france,dd,,,,,,
1596,,Dehorter,france,dd,,,,,,
1597,,Faulx,france,dd,,,,,,
1598,,Fourche,france,dd,,,,,,
1599,,Francis Garnier,france,dd,,,,,,
1600,,Bisson,france,dd,,,,,,
1601,,Renaudin,france,dd,,,,,,
1602,,Commandant Lucas,france,dd,,,,,,
1603,,Protet,france,dd,,,,,,
1604,,Mangini,france,dd,,,,,,
1605,,Magon,france,dd,,,,,,
1606,,Opiniâtre,france,dd,,,,,,
1607,,Aventurier,france,dd,,,,,,
1608,,Téméraire,france,dd,,,,,,
1609,,Intrépide,france,dd,,,,,,
1610,,Enseigne Roux,france,dd,,,,,,
1611,,Mécanicien Principal Lestin,france,dd,,,,,,
1612,,Enseigne Gabolde,france,dd,,,,,,
1613,,Algérien,france,dd,,,,,,
1614,,Annamite,france,dd,,,,,,
1615,,Arabe,france,dd,,,,,,
1616,,Bambara,france,dd,,,,,,
1617,,Hova,france,dd,,,,,,
1618,,Kabyle,france,dd,,,,,,
1619,,Marocain,france,dd,,,,,,
1620,,Sakalave,france,dd,,,,,,
1621,,Sénégalais,france,dd,,,,,,
1622,,Somali,france,dd,,,,,,
1623,,Tonkinois,france,dd,,,,,,
1624,,Touareg,france,dd,,,,,,
1625,,Chacal,france,dd,,,,,,
1626,,Jaguar,france,dd,,,,,,
1627,,Léopard,france,dd,,,,,,
1628,,Lynx,france,dd,,,,,,
1629,,Panthère,france,dd,,,,,,
1630,,Tigre,france,dd,,,,,,
1631,,Bison,france,dd,,,,,,
1632,,Guépard,france,dd,,,,,,
1633,,Lion,france,dd,,,,,,
1634,,Valmy,france,dd,,,,,,
1635,,Verdun,france,dd,,,,,,
1636,,Vauban,france,dd,,,,,,
1637,,Aigle,france,dd,,,,,,
1638,,Vautour,france,dd,,,,,,
1639,,Albatros,france,dd,,,,,,
1640,,Gerfaut,france,dd,,,,,,
1641,,Milan,france,dd,,,,,,
1642,,Épervier,france,dd,,,,,,
1643,,Cassard,france,dd,,,,,,
1644,,Le Chevalier Paul,france,dd,,,,,,
1645,,Kersaint,france,dd,,,,,,
1646,,Maillé Brézé,france,dd,,,,,,
1647,,Tartu,france,dd,,,,,,
1648,,Vauquelin,france,dd,,,,,,
1649,,Fantasque,france,dd,,,,,,
1650,,Le Malin,france,dd,,,,,,
1651,,Terrible,france,dd,,,,,,
1652,,L'Indomptable,france,dd,,,,,,
1653,,L'Audacieux,france,dd,,,,,,
1654,,Triomphant,france,dd,,,,,,
1655,,Mogador,france,dd,,,,,,
1656,,Volta,france,dd,,,,,,
1657,,Bourrasque,france,dd,,,,,,
1658,,Cyclone,france,dd,,,,,,
1659,,Mistral,france,dd,,,,,,
1660,,Orage,france,dd,,,,,,
1661,,Ouragan,france,dd,,,,,,
1662,,Simoun,france,dd,,,,,,
1663,,Sirocco,france,dd,,,,,,
1664,,Tempête,france,dd,,,,,,
1665,,Tornade,france,dd,,,,,,
1666,,Tramontane,france,dd,,,,,,
1667,,Trombe,france,dd,,,,,,
1668,,Typhon,france,dd,,,,,,
1669,,L'Adroit,france,dd,,,,,,
1670,,Basque,france,dd,,,,,,
1671,,Bordelais,france,dd,,,,,,
1672,,Boulonnais,france,dd,,,,,,
1673,,Brestois,france,dd,,,,,,
1674,,Forbin,france,dd,,,,,,
1675,,Frondeur,france,dd,,,,,,
1676,,L'Alcyon,france,dd,,,,,,
1677,,La Palme,france,dd,,,,,,
1678,,La Railleuse,france,dd,,,,,,
1679,,Le Fortuné,france,dd,,,,,,
1680,,Le Mars,france,dd,,,,,,
1681,,Foudroyant,france,dd,,,,,,
1682,,Fougueux,france,dd,,,,,,
1683,,Le Hardi,france,dd,,,,,,
1684,,Fleuret,france,dd,,,,,,
1685,,Épée,france,dd,,,,,,
1686,,Mameluk,france,dd,,,,,,
1687,,Le Flibustier,france,dd,,,,,,
1688,,Siroco,france,dd,,,,,,
1689,,Durandal,france,tb,,,,,,
1690,,Hallebarde,france,tb,,,,,,
1691,,Fauconneau,france,tb,,,,,,
1692,,Espingole,france,tb,,,,,,
1693,,Framée,france,tb,,,,,,
1694,,Yatagan,france,tb,,,,,,
1695,,Pique,france,tb,,,,,,
1696,,Épée,france,tb,,,,,,
1697,,Rochefortais,france,tb,,,,,,
1698,,Pertuisane,france,tb,,,,,,
1699,,Escopette,france,tb,,,,,,
1700,,Flamberge,france,tb,,,,,,
1701,,Rapière,france,tb,,,,,,
1702,,Arbalète,france,tb,,,,,,
1703,,Arc,france,tb,,,,,,
1704,,Arquebuse,france,tb,,,,,,
1705,,Baliste,france,tb,,,,,,
1706,,Bélier,france,tb,,,,,,
1707,,Bombarde,france,tb,,,,,,
1708,,Carabine,france,tb,,,,,,
1709,,Catapulte,france,tb,,,,,,
1710,,Dard,france,tb,,,,,,
1711,,Épieu,france,tb,,,,,,
1712,,Francisque,france,tb,,,,,,
1713,,Fronde,france,tb,,,,,,
1714,,Harpon,france,tb,,,,,,
1715,,Javeline,france,tb,,,,,,
1716,,Mousquet,france,tb,,,,,,
1717,,Mousqueton,france,tb,,,,,,
1718,,Pistolet,france,tb,,,,,,
1719,,Sabre,france,tb,,,,,,
1720,,Sagaie,france,tb,,,,,,
1721,,Sarbacane,france,tb,,,,,,
1722,,Carquois,france,tb,,,,,,
1723,,Claymore,france,tb,,,,,,
1724,,Cognée,france,tb,,,,,,
1725,,Coutelas,france,tb,,,,,,
1726,,Fleuret,france,tb,,,,,,
1727,,Hache,france,tb,,,,,,
1728,,Massue,france,tb,,,,,,
1729,,Mortier,france,tb,,,,,,
1730,,Obusier,france,tb,,,,,,
1731,,Pierrer,france,tb,,,,,,
1732,,Stylet,france,tb,,,,,,
1733,,Trident,france,tb,,,,,,
1734,,Tromblon,france,tb,,,,,,
1735,,Plongeur,france,ss,,,,,,
1736,,Gymnote,france,ss,,,,,,
1737,,Gustave Zédé,france,ss,,,,,,
1738,,Morse,france,ss,,,,,,
1739,,Narval,france,ss,,,,,,
1740,,Sirène,france,ss,,,,,,
1741,,Triton,france,ss,,,,,,
1742,,Farfadet,france,ss,,,,,,
1743,,Korrigan,france,ss,,,,,,
1744,,Gnôme,france,ss,,,,,,
1745,,Lutin,france,ss,,,,,,
1746,,Français,france,ss,,,,,,
1747,,Algérien,france,ss,,,,,,
1748,,Espadon,france,ss,,,,,,
1749,,Silure,france,ss,,,,,,
1750,,Naïade,france,ss,,,,,,
1751,,Protée,france,ss,,,,,,
1752,,Perle,france,ss,,,,,,
1753,,Esturgeon,france,ss,,,,,,
1754,,Bonite,france,ss,,,,,,
1755,,Thon,france,ss,,,,,,
1756,,Souffleur,france,ss,,,,,,
1757,,Dorade,france,ss,,,,,,
1758,,Lynx,france,ss,,,,,,
1759,,Ludion,france,ss,,,,,,
1760,,Loutre,france,ss,,,,,,
1761,,Castor,france,ss,,,,,,
1762,,Phoque,france,ss,,,,,,
1763,,Otarie,france,ss,,,,,,
1764,,Méduse,france,ss,,,,,,
1765,,Oursin,france,ss,,,,,,
1766,,Grondin,france,ss,,,,,,
1767,,Anguille,france,ss,,,,,,
1768,,Alose,france,ss,,,,,,
1769,,Truite,france,ss,,,,,,
1770,,Dauphin,france,ss,,,,,,
1771,,Tarasque,france,ss,,,,,,
1772,,Aigrette,france,ss,,,,,,
1773,,Cigogne,france,ss,,,,,,
1774,,Argonaute,france,ss,,,,,,
1775,,Topaze,france,ss,,,,,,
1776,,Émeraude,france,ss,,,,,,
1777,,Opale,france,ss,,,,,,
1778,,Rubis,france,ss,,,,,,
1779,,Saphir,france,ss,,,,,,
1780,,Turquoise,france,ss,,,,,,
1781,,Circé,france,ss,,,,,,
1782,,Calypso,france,ss,,,,,,
1783,,Guèpe,france,ss,,,,,,
1784,,Pluviôse,france,ss,,,,,,
1785,,Ventôse,france,ss,,,,,,
1786,,Germinal,france,ss,,,,,,
1787,,Floréal,france,ss,,,,,,
1788,,Priarial,france,ss,,,,,,
1789,,Messidor,france,ss,,,,,,
1790,,Thermidor,france,ss,,,,,,
1791,,Fructidor,france,ss,,,,,,
1792,,Vendémiaire,france,ss,,,,,,
1793,,Papin,france,ss,,,,,,
1794,,Fresnel,france,ss,,,,,,
1795,,Berthelot,france,ss,,,,,,
1796,,Monge,france,ss,,,,,,
1797,,Ampère,france,ss,,,,,,
1798,,Gay-Lussac,france,ss,,,,,,
1799,,Watt,france,ss,,,,,,
1800,,Cugnot,france,ss,,,,,,
1801,,Giffard,france,ss,,,,,,
1802,,Archimède,france,ss,,,,,,
1803,,Charles Brun,france,ss,,,,,,
1804,,Mariotte,france,ss,,,,,,
1805,,Brumaire,france,ss,,,,,,
1806,,Frimaire,france,ss,,,,,,
1807,,Nivôse,france,ss,,,,,,
1808,,Foucault,france,ss,,,,,,
1809,,Euler,france,ss,,,,,,
1810,,Franklin,france,ss,,,,,,
1811,,Faraday,france,ss,,,,,,
1812,,Volta,france,ss,,,,,,
1813,,Newton,france,ss,,,,,,
1814,,Montgolfier,france,ss,,,,,,
1815,,Bernouilli,france,ss,,,,,,
1816,,Joule,france,ss,,,,,,
1817,,Coulomb,france,ss,,,,,,
1818,,Arago,france,ss,,,,,,
1819,,Curie,france,ss,,,,,,
1820,,Le Verrier,france,ss,,,,,,
1821,,Amiral Bourgois,france,ss,,,,,,
1822,,Clorinde,france,ss,,,,,,
1823,,Cornélie,france,ss,,,,,,
1824,,Néréide,france,ss,,,,,,
1825,,Amphitrite,france,ss,,,,,,
1826,,Astrée,france,ss,,,,,,
1827,,Artémis,france,ss,,,,,,
1828,,Aréthuse,france,ss,,,,,,
1829,,Atalante,france,ss,,,,,,
1830,,Amarante,france,ss,,,,,,
1831,,Ariane,france,ss,,,,,,
1832,,Andromaque,france,ss,,,,,,
1833,,Bellone,france,ss,,,,,,
1834,,Hermione,france,ss,,,,,,
1835,,Gorgone,france,ss,,,,,,
1836,,Dupuy de Lôme,france,ss,,,,,,
1837,,Sané,france,ss,,,,,,
1838,,Diane,france,ss,,,,,,
1839,,Daphné,france,ss,,,,,,
1840,,Armide,france,ss,,,,,,
1841,,Antigone,france,ss,,,,,,
1842,,Amazone,france,ss,,,,,,
1843,,Joessel,france,ss,,,,,,
1844,,Fulton,france,ss,,,,,,
1845,,Lagrange,france,ss,,,,,,
1846,,Regnault,france,ss,,,,,,
1847,,Romazotti,france,ss,,,,,,
1848,,Jean-Autric,france,ss,,,,,,
1849,,Léon Mignot,france,ss,,,,,,
1850,,Pierre Marast,france,ss,,,,,,
1851,,Jean Roulier,france,ss,,,,,,
1852,,Victor Reveille,france,ss,,,,,,
1853,,René Audry,france,ss,,,,,,
1854,,Helbronn,france,ss,,,,,,
1855,,Roland Morillot,france,ss,,,,,,
1856,,Trinité-Schillemans,france,ss,,,,,,
1857,,Carissan,france,ss,,,,,,
1858,,Jean Corre,france,ss,,,,,,
1859,,O'Byrne,france,ss,,,,,,
1860,,Henri Fournier,france,ss,,,,,,
1861,,Louis Dupetit-Thouars,france,ss,,,,,,
1862,,Maurice Callot,france,ss,,,,,,
1863,,Pierre Chailley,france,ss,,,,,,
1864,,Galatée,france,ss,,,,,,
1865,,Ondine,france,ss,,,,,,
1866,,Danaé,france,ss,,,,,,
1867,,Eurydicé,france,ss,,,,,,
1868,,Nymphe,france,ss,,,,,,
1869,,Doris,france,ss,,,,,,
1870,,Thétis,france,ss,,,,,,
1871,,Sultane,france,ss,,,,,,
1872,,Vestale,france,ss,,,,,,
1873,,Orion,france,ss,,,,,,
1874,,Antiope,france,ss,,,,,,
1875,,Méduse,france,ss,,,,,,
1876,,Oréade,france,ss,,,,,,
1877,,Orphée,france,ss,,,,,,
1878,,La Psyché,france,ss,,,,,,
1879,,La Sibylle,france,ss,,,,,,
1880,,Requin,france,ss,,,,,,
1881,,Caïman,france,ss,,,,,,
1882,,Marsouin,france,ss,,,,,,
1883,,Diamant,france,ss,,,,,,
1884,,Nautilus,france,ss,,,,,,
1885,,Redoutable,france,ss,,,,,,
1886,,Vengeur,france,ss,,,,,,
1887,,Achéron,france,ss,,,,,,
1888,,Achille,france,ss,,,,,,
1889,,Actéon,france,ss,,,,,,
1890,,Agosta,france,ss,,,,,,
1891,,Ajax,france,ss,,,,,,
1892,,Argo,france,ss,,,,,,
1893,,Bévéziers,france,ss,,,,,,
1894,,Casabianca,france,ss,,,,,,
1895,,Le Centaure,france,ss,,,,,,
1896,,Le Conquérant,france,ss,,,,,,
1897,,L'Espoir,france,ss,,,,,,
1898,,Le Héros,france,ss,,,,,,
1899,,Le Glorieux,france,ss,,,,,,
1900,,Ouessant,france,ss,,,,,,
1901,,Pascal,france,ss,,,,,,
1902,,Pasteur,france,ss,,,,,,
1903,,Pégase,france,ss,,,,,,
1904,,Persée,france,ss,,,,,,
1905,,Phénix,france,ss,,,,,,
1906,,Henri Poincare,france,ss,,,,,,
1907,,Poncelet,france,ss,,,,,,
1908,,Prométhée,france,ss,,,,,,
1909,,Sfax,france,ss,,,,,,
1910,,Sidi-Ferruch,france,ss,,,,,,
1911,,Le Tonnant,france,ss,,,,,,
1912,,Surcouf,france,ss,,,,,,
1913,,Junon,france,ss,,,,,,
1914,,Céres,france,ss,,,,,,
1915,,Iris,france,ss,,,,,,
1916,,Minerve,france,ss,,,,,,
1917,,Pallas,france,ss,,,,,,
1918,,Vénus,france,ss,,,,,,
1919,,Africaine,france,ss,,,,,,
1920,,Andromède,france,ss,,,,,,
1921,,Aurore,france,ss,,,,,,
1922,,Créole,france,ss,,,,,,
1923,,Favorite,france,ss,,,,,,
1924,,Morillot,france,ss,,,,,,
##,,,###,,,,,,,
1926,,Brandenburg,germany,bb,,,,,,
1927,,Kurfürst Friedrich Wilhelm,germany,bb,,,,,,
1928,,Weissenburg,germany,bb,,,,,,
1929,,Wörth,germany,bb,,,,,,
1930,,Kaiser Friedrich III,germany,bb,,,,,,
1931,,Kaiser Wilhelm II,germany,bb,,,,,,
1932,,Kaiser Wilhelm der Grosse,germany,bb,,,,,,
1933,,Kaiser Karl der Grosse,germany,bb,,,,,,
1934,,Kaiser Barbarossa,germany,bb,,,,,,
1935,,Wittelsbach,germany,bb,,,,,,
1936,,Wettin,germany,bb,,,,,,
1937,,Zähringen,germany,bb,,,,,,
1938,,Schwaben,germany,bb,,,,,,
1939,,Mecklenburg,germany,bb,,,,,,
1940,,Braunschweig,germany,bb,,,,,,
1941,,Elsass,germany,bb,,,,,,
1942,,Hessen,germany,bb,,,,,,
1943,,Preussen,germany,bb,,,,,,
1944,,Lothringen,germany,bb,,,,,,
1945,,Deutschland,germany,bb,,,,,,
1946,,Hannover,germany,bb,,,,,,
1947,,Pommern,germany,bb,,,,,,
1948,,Schlesien,germany,bb,,,,,,
1949,,Schleswig-Holstein,germany,bb,,,,,,
1950,,Nassau,germany,bb,,,,,,
1951,,Westfalen,germany,bb,,,,,,
1952,,Rheinland,germany,bb,,,,,,
1953,,Posen,germany,bb,,,,,,
1954,,Helgoland,germany,bb,,,,,,
1955,,Ostfriesland,germany,bb,,,,,,
1956,,Thüringen,germany,bb,,,,,,
1957,,Oldenburg,germany,bb,,,,,,
1958,,Kaiser,germany,bb,,,,,,
1959,,Friedrich der Grosse,germany,bb,,,,,,
1960,,Kaiserin,germany,bb,,,,,,
1961,,Prinzregent Luitpold,germany,bb,,,,,,
1962,,König Albert,germany,bb,,,,,,
1963,,König,germany,bb,,,,,,
1964,,Grosser Kurfürst,germany,bb,,,,,,
1965,,Markgraf,germany,bb,,,,,,
1966,,Kronprinz,germany,bb,,,,,,
1967,,Bayern,germany,bb,,,,,,
1968,,Baden,germany,bb,,,,,,
1969,,Württemberg,germany,bb,,,,,,
1970,,Sachsen,germany,bb,,,,,,
1971,,Scharnhorst,germany,bb,,,,,,
1972,,Gneisenau,germany,bb,,,,,,
1973,,Bismarck,germany,bb,,,,,,
1974,,Tirpitz,germany,bb,,,,,,
1975,,Siegfried,germany,bb,,,,,,
1976,,Beowulf,germany,bb,,,,,,
1977,,Frithjof,germany,bb,,,,,,
1978,,Heimdall,germany,bb,,,,,,
1979,,Hildebrand,germany,bb,,,,,,
1980,,Hagen,germany,bb,,,,,,
1981,,Odin,germany,bb,,,,,,
1982,,Ägir,germany,bb,,,,,,
1983,,Hans von Koester,germany,bc,,,,,,
1984,,Prince Heinrich von Preußen,germany,bc,,,,,,
1985,,Alfred von Tirpitz,germany,bc,,,,,,
1986,,Henning von Holtzendorff,germany,bc,,,,,,
1987,,Von der Tann,germany,bc,,,,,,
1988,,Moltke,germany,bc,,,,,,
1989,,Goeben,germany,bc,,,,,,
1990,,Seydlitz,germany,bc,,,,,,
1991,,Derfflinger,germany,bc,,,,,,
1992,,Lützow,germany,bc,,,,,,
1993,,Hindenburg,germany,bc,,,,,,
